"cluster","sampleText","num_transcripts"
722,"mccain gave a passionate speech a rallying cry for his colleagues to work together i vote to continue the debate i will not vote for this bill as it is today it is a shell of a bill right now we all know that senator",1
723,"15 counties there is a long road ahead with democrats almost completely opposed to the bill as it is now our job is to make sure all americans have health care not throw 22 million people off the care they have",1
724,"in the dogtown road area to prevent it from spreading any further the fire has burned nearly 79 000 acres the fourth and final wife of entertainment legend frank sinatra has died friends say barbara sinatra died today from natural causes at her home in rancho mirage in southern california the sinatras were married for 22 years until frank sinatra's death in 1998 with her husband's support barbara sinatra launched a namesake children's center to help young abuse victims she was 90 years old coming up republicans overcome a critical hurdle in their efforts to repeal and replace obamacare",1
725,"on from the central coast's number one rated local news this is ksbw action news 8 at 30 p m our constituents are hurting under obamacare top story at 30 p m the showdown over health care playing out today on the senate floor and the effort to repeal and replace obamacare getting a big boost from the return of senator john mccain who is battling brain cancer",1
726,"the justice department is cracking down on so called sanctuary cities it announced today it will no longer give cities grant money unless they give federal immigration authorities access to jails and provide advance notice when",1
727,"to influence the 2016 election the vote was nearly unanimous with three republicans voting against it they will also -- the bill also limits president trump's authority to waive the sanctions without first getting permission from congress it also imposes penalties on iran and north korea the senate will now take up the measure it could land on the president's desk",1
728,"collins president trump praised mccain for returning to cast the decisive vote meantime president trump launched more attacks on twitter this morning against attorney general jeff sessions in a series of tweets president trump criticized sessions for not investigating hillary clinton's emails and for not investigating ukrainian efforts to sabotage trump's presidential campaign the president wrote time will tell as to whether",1
729,"allowing users to add a taco bell pit stop the companies have announced taco mode taco bell says lyft users who select taco mode get a custom menu a taco-themed car and a free taco when they make their ride-thru stop at a nearby taco bell",1
730,"on an exciting outdoor adventure just moments from home more than just exercise for your dog wait until you hear new today -- some of the strongest evidence ever linking the game of football to traumatic brain damage",1
731,"music better whiskey-2shot still to come a california man is asking an important question-- can music make whiskey taste better we've been pumping music into a few very select barrels for a few years now it's been an iteresting experiment for us",1
732,"he voted with republicans to open debate on an obamacare repeal but he's pushing his colleagues to reach a compromise sen john mccain what have we to lose by trying to work together to find those solutions we've been spinning our wheels on too many important issues because we keep trying to find a way to win without help from across the aisle",1
733,"both governors say it should serve as an example for the world governor jerry brown china is copying this cap and trade plan quebec has already joined ontario is coming in washington and oregon and i believe other states on the east coast will follow",1
734,"on the east coast will follow - and then other states and nations of the world arnold schwarzenegger former california we do not have to wait for washington to create action we can do it our own it shows great leadership",1
739,"brave man mccain says he'll be in d-c for a few days and will then return home but he joked i have every intention of returning here and giving many of you cause to regret all the nice things you said",1
740,"recused himself as the now's mike sacks reports the decision to criticize sessions is raising new questions pkg full mike attorney general jeff sessions has taken a very weak position on hillary clinton crimes intel leakers",1
741,"- to resign and clear the way to shut down special counsel robert mueller's investigation schumer sot 23 - 37 many americans must be wondering if the president is trying to pry open the office of attorney general to appoint somoene during the august recess who will fire special counsel mueller",1
742,"humidity heat index values may reach 110 we then have a chance of thunderstorms some severe tomorrow evening and night senator john mccain made a dramatic return to washington today - casting a decisive vote that opens debate on repealing and replacing obamacare mccain received a standing ovation after",1
743,"after returning to capitol hill following his brain cancer surgery but before voting -- he delivered a passionate mesage to his colleagues sen john mccain arizona what have we to lose by trying to work together to find those solutions we've been spinning our wheels on too many important issues because we keep trying to find a way to win without help from across the aisle the final vote - 50 50 - with vice president pence breaking the tie in republicans favor - officially opening - the health care debate",1
744,"sensors putting them down his pants and leaving the lirbrary if you recognize him -- call the independence police department senator john mccain made a dramatic return to washington today - casting a decisive vote -- that opens debate on repealing and replacing obamacare",1
745,"as he answered questions in the russia investigation it's not clear if he'll be asked for another day of testimony new today -- some of the strongest evidence ever -- linking the game of football to traumatic brain damage researchers at boston university found evidence of severe brain damage in 110 of 111 deceased former football players c-t-e can only be diagnosed after death",1
746,"we need to pay attention to and need to be aware of the n-f-l responded -- saying it will -- continue to work with a wide range of experts to improve the health of current and former nfl athletes",1
747,"the girl's friend is now out of the hospital honestly i'm not mad at anybody and i don't blame anybody i do cry because i do think about her but do my best to stay strong for her sanchez is suspected of drunk driving she will be in court tomorrow take a look dashcam video shows the moment a car slams into a police cruiser outside detroit the officer was walking toward the patrol car during a traffic stop on sunday -- when a car crosses all lanes of a highway",1
748,"president is apparently discussing that with people in the white house but he says only time will tell president trump i told you before i am very disappointed with the attorney general but we will see what happens",1
749,"presidential election it now heads to the senate the u-s navy fired a warning shot from a patrol ship today in video released by the department of defense you can see an iranian vessel sitting directly in front of the u-s-s thunderbolt a u-s fifth fleet spokesman says the iran ship did not respond to repeated radio calls flares and horn blasts when the iranian vessel came within 150 yards of the thunderbolt u-s sailors fired warning shots",1
750,"from the russia investigation and he blamed sessions for not doing more about recent leaks from the intelligence community 45 i want the attorney general to be much tougher on the leaks from intelligence agencies which are leaking like rarely have they ever leaked before 56 as for the future of the attorney general",1
751,"proposed bathroom bill we see these horrific crimes that this bill reportedly will prevent and i have gotten used to them we have yet to find anything that this will prevent because in truth this is a purported solution",1
752,"a procession of troopers escorted his body from the hospital this morning as he was transferred to a funeral home the senate votes to move ahead on health care legislation aimed at dismantling the obama healthcare law the vote was 51-50 a victory for majority leader mitch mcconnell and president donald trump last week mcconnell was forced to postpone the vote lacking the support for passage sen mitch mcconnell majority now having been given a responsibility to govern we have a duty to act the president's ready with his pen the house has passed legislation today it's the senate's turn vice president mike pence cast the tie-breaking vote",1
753,"can read more on these stories at ksla dot com broadcasting live in high defintion this is ksla news 12 our health care insurance system is a mess we all know it those who support obamacare and those who oppose it something has to be done it was a make or break for senate republicans on health care an ailing senator john mccain returned to the senate floor after being diagnosed with brain cancer to vote yes to proceed with a debate on care bill a new health vice president mike pence was the deciding vote",1
754,"but i'm tracking some relief in both over the weekend in your forecast after this break stay with us ks now at havertys furniture special pricing and financing make this a great time to save through august 7th find savings in every room plus twenty-four month no interest financin makes every decision that much easier with havertys your home can be perfec even when life isn't i'm going to the movies with britne hurry in these savings end soon havertys life looks good",1
755,"in tonight's health daily pills may become a thing of the past for patients with h-i-v a new study finds monthly or bi-monthly injections are as safe and effective as oral medications researchers at the university of north carolina tested the slow release injectable drugs on a group of h-i-v patients after nearly two years 94-percent had the virus under control experts say injections problem of patients forgetting or choosing not to take pills every day",1
756,"pills every day the most common side effects were pain at the injection site and cold symptoms in tonight's money home prices here in the u-s have reached a record high for a sixth straight month raising fears of another housing bubble",1
757,"and poor's corelogic case-shiller national home price index increased five-point-six percent in may which is the latest data available home prices have been rising as homebuyers chase down fewer available properties much of the price gain is being driven by seattle portland oregon and san francisco some analysts are downplaying fears of a new housing bubble seeing as rapid sales increases and surging home building aren't happening right now as they were during the last housing boom and bust",1
759,"republicans such a moment of extreme polarization with today's vote but also a moment of bipartisanship with the greeting of senator john mccain a hero's welcome for the senator today -- back on capitol hill - for the first time since his brain cancer diagnosis what have we to lose by trying to work together to find those solutions we're not getting done much apart i don't think any of us feels very proud of our incapacity his vote today was crucial for his party to move forward with health care only two republicans voted no - senators murkowski and collins president trump praised mccain for coming back to cast the decisive vote a",1
760,"five-thirty the on-going health care reform debate in washington is leading to many worries here in the sunflower state the big tent coalition and the disablilty rights held a save center of kansas medicaid rally at the kansas statehouse the event allowed those from senior disabled and their advocates to voice out their concerns of how the proposed bill will impact kansans and how they say will hurt their medicaid benefits that they rely on a daily basis rocky we are medicaid we all matter and we have to be listen to because this program is so important too important to get lost in",1
762,"away care from hundreds of thousands of nevadans today he explained why he voted to me for obamacare is not the answer but doing nothing to try to solve the problems it has created isn't the answer either",1
763,"but not without some choice words about getting a plan that is right for america stop listening to the loudmouth on the radio and television and internet to hail with them they don't want anything done for the public good our incapacity is their livelihood let's trust each other let's return to regular order we've been spending on wheels on too many important issues because we keep trying to find a way to win without help from across the aisle he was telling his colleagues that they cannot get a plan unless lawmakers on both sides of the",1
764,"attorney general jeff sessions tonight question president doling out a public assault questioning while the -- the latest tirade started in the middle of the night one of them reads attorney general has taken a week position on hillary clinton crimes he goes on to ask where are the emails and intel leakers i am disappointed with the attorney general but we will see what happens time will tell i want the attorney general to be tougher on the leaks from intelligence agencies which are leaking like",1
765,"red light by sundown in our nation's capital he voted no against an amendment it is an open amendment process just the beginning we're not out here to spike the football this is a long way but we'll finish at the end of the week hopefully",1
766,"right now is coming up and who is accusing a retired catholic priest of sexual abuse that's up next tonighta 20 percent chance of showers and thunderstorms before 8pm mostly clear with a low around 73 south wind 3 to 5 mph wednesdaysunn y and hot with a high near 96 heat index values as high as 103 southwest wind 3 to 8 mph wednesday nightpartly cloudy with a low around 75 south wind around 7 mph thursdaya 40 percent chance of showers and thunderstorms after 2pm partly sunny with a high near 91 southwest wind around 7 mph thursday nighta 40 percent chance of showers and thunderstorms before 2am mostly cloudy with a low around",1
767,"before taking him into custody two local schools went under modified lockdowns during the standoff but those were later lifted a soldier accused of trying to provide support for isis has pleads not guilty a federal grand jury indicted ikaika kang friday on four counts of attempt to provide material support or resources to designated foreign terrorist organization the indictment claims that on four separate occasions-- kang tried to provide classified military documents a drone and military clothing he also allegedly tried to provide combat and firearms training to the terror group kang will remain in custody at a federal prison",1
768,"designated safe surrender site but the law only allows a baby to be confidentially dropped of without fear of prosecution within 72 hours of birth others believe it still would have been a better alternative and somebody god-forbid would have hit the child anything would have happened out there it was super hot he just left the child in the sun so that was very",1
769,"that was very heart- breaking two people in kentucky are recovering after a truck crashed into their house this morning deputies say the driver of the chevy silverado apparently fell asleep and drove off the road one witness says the truck must have been going about 90 miles an hour an elderly couple and their daughter were inside the house at the time the daughter was pinned by the truck against a wall she suffered leg injuries but police say her injuries are not",1
770,"was cut by flying bricks the driver refused medical treatment and has not been arrested or charged the city of manchester new hampshire has put up signs urging drivers not to give money to people panhandling on the street the signs ask drivers to instead give their money to local charities to help those in need the police chief says while the message may seem harsh - it's based on an effort to fight the drug crisis the city's new sign that tells drivers 'your generosity could lead to a fatality - please donate to a local charity ' it lists places to go for food shelter and help the large majority of that population are feeding some sort of addiction or have some underlying mental illness and to just give them five dollars and potentially lead to a fatal overdose - i'm sure that's not what the person who's giving would really want",1
771,"time for transactions live in the newsroom joe mazan 5 eyewitness news thank you senate republicans moving ahead in their effort to repeal or replace obamacare the vote so significant senator john mccain returning to washington after brain cancer surgery to cast his vote he walked into the chamber to a round of applause",1
773,"story idea could turn into our next big investigation call the tip line at 612-5tv-news and leave us a message looking for balance in your digestive system try align probiotic for a non-stop sweet treat goodness hold on to your tiara kind of day get 24 7 digestive support with align the 1 doctor recommended probiotic brand also in kids chewables the ford summer sales event is in full swing they are not listening to me watch this who wants ice creeaaaaaam so that's how you get them to listen take on summer right with ford america's best-selling brand now with summer's hottest offer get zero percent for seventy-two months plus an additional thousand on top of your trade-in during the ford summer sales event get zero percent for seventy-two months plus an additional thousand on top of your trade-in offer ends soon",1
775,"first u s senator to endorse candidate trump now as attorney general their relationship has become strained in recent months i am disappointed in the attorney general he should not have recused himself almost immediately after he took office and if he was going to recuse himself he should have told me prior to taking office",1
776,"after a cancer diagnosis voted yes to start the process but made it clear the current plan isn't good enough i will not vote for the bill as it is today it's a shell of a bill right now we all know that",1
777,"of awesome most stressful -- and expensive -- times of the year for students in elementary through high school -- families plan to spend nearly 700 dollars for supplies mary moloney breaks down the back-to-school numbers back to school shopping plan to open your wallet according to the national retail federation -- families are more confident in the economy this year and will likely spend more money on supplies this year -- families shopping for kids in",1
778,"upset with the republican plan to repeal obama care without a replacement fox's jane metzler has more from washington yelling even before their victory republicans were interrupted on the floor of the senate outside the senate chambers minnesota democrat al franken said there's too much confusion over the future of health care we don't know what their bill is they don't know what their bill is jeff merkley of oregon calling on everyday americans to rally against efforts to roll back",1
779,"i'm republican myself but i don't believe what they're saying is going to come to fruition i don't trust it she wasn't the only republican with sharp words about health care senator john mccain making a highly publicized return to work following a cancer diagnosis stop listening to the become bass particular loud mouths on the radio and television and the internet to hell with them let's return to regular order mccain got a standing ovation but says he will not support the current bill insisting major changes need to be made in order to win him over jane",1
780,"its resources closer to the border that shares the communist nation after evidence suggests another missile launch may be coming tensions continue escalating on the korean peninsula china could be preparing for a worst-case scenario building up its military forces along the korean border including nuclear proof bunkers 24 hour surveillance and thousands of new border guards hoping to avoid a wave of north korean refugees in the event of an economic collapse or another war north korean people who illegally enter china's territory are not refugees they violate china's law the buildup comes as north korea prepares for another missile test following its first successful launch of an intercontinental ballistic missile inmate the south has been urging to stop the test and come back to the bargaining table north korea",1
781,"dialogue it is urgent that we need a test meanwhile tensions are rising between the u s and chinese military on sunday two chinese fighters intercepted a u s airplane in international waters near south korea the pentagon says the chinese pilots were operating dangerously but china is pushing back",1
782,"delivering the tie breaking vote vice president mike pence sealed the deal giving republicans 51 yeses needed to move forward i'm extremely happy that we got this vote they say if you look historically this is the tough vote to get",1
785,"president trump spent the morning tweeting on healthcare and taking more aggressive approach the motion to proceed on healthcare has just passed now we move forward towards truly great healthcare every democrat in the senate voted against today's motion to bring the bill to the floor",1
786,"news ny the push to overhaul health care continues with president trump putting pressure on senate republicans today he said they promised action now they need to deliver with vice president mike pence casting the deciding vote republicans gained enough support to start the health care debate they will now move on to options to scuttle much of the affordable care act and find a replacement our constituents are hurting under obamacare they are counting on us to do the right thing right now that means voting to allow the senate to finally move beyond obamacare's failures",1
787,"say they've watched the video and are in shock they admit they knew their daughter drank and say she needs i think she knows what has happened what i think is she knows she done something wrong officers say obdulia was the only one wearing a seatbelt right now it's not clear if",1
788,"the senate has blocked a republican proposal to repeal much of the affordable care act and replace it with a more restrictive plan senators voted 57-43 to reject the plan in the first vote on an amendment to the bill those voting no included nine republicans the vote underscored problems republicans will have in winning enough votes to replace the obama-era law the rejected proposal included language erasing the aca's tax penalties on people not buying insurance and cutting medicaid the bill would also let insurers sell cut-rate policies with skimpy coverage and there was an additional 100 billion dollars set to help states ease costs for people losing medicaid sought by midwestern moderates",1
789,"afternoon president trump spoke at the white house repeating his sentiment from a recent new york times interview president trump i am disappointed in the attorney general he should not have recused himself almost immediately after he took office and if he was going to recuse himself he should told me prior to taking office and i would have quite simply picked somebody else and so i think that's a bad thing not for the president but for the presidency i think it's unfair to the presidency and that's the way i feel",1
790,"million dollar project also includes compliance with the americans with disabilities act the rest area has been closed since 2009 a wisconsin company claims it will be the first in the country to implant microchips in most of its employees three square market plans to implant chips in the hands of volunteers among its workforce the technology already used in europe replaces id cards used to open doors and operate office equipment but the tiny chips are also raising privacy concerns",1
791,"obamacare more when we come back a wisconsin re up to and what they re doing no we will not employees will now have 2 ways to get into the building they can either use the traditional keypad with their id number or if they re microchipped they can just use their hands and swipe that will allow them to open the door three square market makes vending machines with credit card chip readers experts wonder if this is all a publicity stunt and worry about the loss of privacy do you want someone knowing every time you enter or leave a room or use a copy machine you can never leave it behind you can t really three square market is working with a swedish company to microchip its employees everyone wants to know how big it is there it is the size of a grain of rice",1
792,"told a professional piercer is the one who has to put it in to take it out though it s like removing a sliver the pain factor by the way is like getting your ears pierced jamie yuccas cbs news river falls",1
793,"to extend the state s cap-and- trade program that monitors greenhouse gas emission it s part of the state s larger effort to cut emissions by at least 40 percent below 19-90 levels by 20-30 the program was signed into law more than a decade ago by republican governor arnold schwarzenegge r tuesday s bill extends it for another 10 years the governor s office says another bill focused on fighting air pollution at the local level will be signed later this week",1
794,"change and to make sure that air quality is at the center of our climate change policy the governor s office says another bill focused on fighting air pollution at the local level will be signed later this week office says another bill focused on fighting air the governor s office says another bill focused on fighting air pollution at the local level will be signed later this week",1
795,"hold these hearings which is causing other district courts in taylor county to take the overflow of these child custody cases there was a cliffhanger in the u s senate today with a critical vote on health care republicans are trying to advance plans to repeal and replace obamacare but the final outcome is far from certain certain mola lenghi explains in your eye on health report report pkg the senate is moving ahead with debate on an obamacare overhaul after a tie-breaking vote from vice president mike pence 46 clapping for mccain john mccain returned from arizona where he",1
796,"her fourth type of treatment and things are things are looking great so far dan topping national headlines this evening the u s senate votes to move forward on health care reform with a dramatic vote this afternoon kill the bill don't kill us kill the bill jacque a motion to a tion to begin debate on the house-passed health care bill required vice president mike president mike pence to cast the tie-breaking vote after the senate split 50 to 50 bernie sandersdo not kid yourself when you throw twenty-two million americans off the healthcare that they have people with cancer people with cancer people with diabetes people with heart heart disease thousands of those people will die",1
798,"this kitchen isn't real like the labels some chicken brands use to mislead people just smoke and mirrors to get 'em to pay more labels like no added hormones or steroids studio audience laughing it's funny because it's illegal to give chickens added hormones or steroids at sanderson farms we raise good honest chicken let's check the oven studio audience ooooh aaaah at the chicken ooooh and aaaah is right sanderson farms good honest chicken leaders haved managed to pass a vote that will help republicans move forward with their plans to repeal and replace obamacare this as the white house responds to growing reports president trump has been speaking with advisors about firing his attorney general",1
799,"lack of funding she's receiving for school supplies took to the streets to panhandle for her classroom senate republicans agreed to open the debate on the bill to repeal obamacare today vice-president mike pence cast the deciding after the senate became deadlocked - on whether to move forward with the healthcare debate pence's vote of yea - made the final 51 yeas and 50 nays president trump has been urging republicans",1
800,"brain cancer diagnosis senator mccain also took time to ask his senate colleagues to not stall on the healthcare discussion and come up with something that works for everyone mccain my service here is the most important job i've had in my life i'm so grateful so grateful to the people of arizona for the privilege for the honor of serving here and the opportunities it gives me to play a small role in the history of the country that i love mccain our deliberations can still be important and useful but i think we would all agree they haven't been overburdened by greatness lately right now they aren't producing much for the american people both sides have let this happen senator mccain was one of 50 other republican senators to vote yes on bringing the",1
801,"com the i've that evening everyone i'm nicole cried jittery may thanks for joining us in the five a dramatic showdown over health care played out on the us senate floor this afternoon vice president mike pence cast the tiebreaking vote making it fifty one fifty for the senate to move ahead with debate of a bill to repeal and replace the affordable care act arizona senator john mccain got bipartisan hero's welcome from his colleagues week after revealing that he's fighting brain cancer was back in time to cast his vote",1
802,"to cast his vote with a visible scar above one eye from surgery he urged bipartisanship but expressed reservations off what comes next it's a shell of a bill right now we all know that i've changes urged by my states governor will have to be included earn my support for final passage of any bill protesters against repeal",1
803,"a federal grand jury indicted i keep ka one four counts of attempting to provide material support to a foreign organization the indictment claims that on four separate occasions came tried to provide classified military documents a drone military clothing and gear as well as combat in firearms training to the terror group the suspect remains in custody at a federal prison well the vatican is in the course of shutting down its fountains right now there are a lot of them it's obviously away the vatican is doing its part to help room get through this crisis tourists visiting the vatican the summer will not be able to enjoy a free flowing water fountains to cool off or fill their waterotes in the scorching heat the vatican has announced that thousands will be shut down including those in st peter's square because of italy's drought",1
807,"you crave it we serve it my new sweet or spicy barbeque bacon cheeseburger combo for 4 99 crave van the strongest evidence ever linking the game of football to traumatic brain damage researchers at boston university studied the brains of deceased former football players they found evidence of severe brain damage",1
808,"disease and years of hard hits on the football field that's later this half- hour on the news at five the ford summer sales event is in full swing they are not listening to me watch this who wants ice creeaaaaaam so that's how you get them to listen take on summer right with ford america's best-selling brand hottest offer now with summer's get zero percent for seventy-two months plus an additional thousand on top of your trade-in during the ford summer sales event get zero percent for seventy-two months plus an additional thousand on top of your trade-in offer ends soon president trump and the prime minister of lebanon are pledging to fight terrorism to the end in a joint news conference at the white house the president",1
812,"is now in question have to president trump want some very attacks against him he's frustrated by sessions decision to recused himself from the investigation into russian meddling this morning the president chose to revive an old campaign issue waiting that sessions has taken a very weak position on hillary clinton's crimes they have",1
813,"will have a better chance of moderately heavy rain with some locations probably getting over an inch matt thanks ron the u s senate has voted to move ahead on health care legislation aimed at dismantling obamacare the vote was 51-to-50 vice president mike pence cast the tie-breaking vote in a dramatic turn senator john mccain returned from arizona where he is battling brain cancer to cast a crucial vote on proceeding on health care the vote sets up days of debate and votes on repealing and replacing obamacare whatever the senate approves still requires a vote in the house there are new details tonight on that disturbing case of human smuggling in texas",1
814,"conditions ranging from serious to critical federal motor carrier safety administration is investigating the schaller iowa-based trucking company which is linked to the deaths of 10 immigrants found in one of its trailers in texas the agency says pyle transportation has a history of safety and financial problems",1
815,"it was a quick return to the heat the ford summer sales they are not event is in full swing listening to me watch this who wants ice creeaaaaaam so that's how you get them to listen take on summer right with ford america's best-selling brand now with summer's hottest offer get zero percent for seventy-two months plus an additional thousand on top of your trade-in during the ford summer sales event get zero percent for seventy-two months plus an additional thousand on top of your trade-in offer ends soon",1
816,"to happen maybe stay tuned for tomorrow's tweets as washington turns thanks emily the house of representatives passed a bill imposing new sanctions against russia the plan includes new sanctions against iran and north korea and gives congress the power to block any effort by the white house to weaken sanctions on russia the senate still needs to approve the plan the president has not indicated whether he would sign the bill but members of congress from both parties say they have enough votes to override a possible veto we continue to follow breaking news",1
818,"cast what would be a critical vote but before the roll call mccain had strong words for his fellow lawmakers what have we to lose by trying to work together to find those solutions we are not getting done",1
824,"expect musical acts-- like tim montana and the shrednecks and the best part it's free and open to the public jimmy kimmel live would like to salute america's number one summer food hot dogs what's in them don't worry about it from hollywood it's jimmy kimmel live tonight -- jon favreau from girls trip tiffany hadish and music from the revivalists",1
826,"a disease then you and i could talk about it and we could get started with treatment i'm annie taylor senator john mccain returned to the senate floor today for the first time since he was diagnosed with brain cancer",1
827,"street from a fire station which would have taken the child no questions asked that baby is in good health the gop effort to repeal and replace obamacare in the senate is revived but far from a done deal senate republicans voted today to move forward with debate on the health care bill the outcome was a 50-50 forcing vice president mike pence to break the tie and begin debate arizona senator john mccain returned to washington to vote after he was diagnosed with brain canger and laid out a scathing critique of the current state of the senate i hope we can again rely on humility on our need to cooperate on our dependence on each other to learn how to trust each other again and by so doing better serve the people who elected us along with debate senators will have the chance to",1
828,"investigation and trying to clear the scene snarled traffic for hours tonight vo tonight an -18-year-old is under arrest riving under the influence crashing and killing her -14- year-old sister police say obdulia sanchez went on a drunk driving joyride through central california live streaming the entire thing",1
829,"vote with the deciding vote coming from the vice president on this vote the yea's are 50 and the nay's are 50 the senate being equally divided vice president votes in the affirmative and the motion is agreed to",1
830,"it's bad on public safety we've been checking our database you see these horrific crimes this bill purportedly will prevent i've got news for them we have yet to find anything that this will prevent because in truth this is a -- a purported solution that is in search of a problem a",1
831,"care to guide her into remission you couldn't be happier about it aetna you don't join us we join you at at t we believe in access the opportunity for everyone to explore a digital world full ofpossibilities connecting with family friends and the things that matter most and because nothing keeps us more connected than the internet we've created access from at t if a member of your household is a snap participant you may qualify for home internet at a discounted rate of 10 a month no commitment deposit or installation fee visit att com accessnow to learn more",1
832,"on today the senate will debate healthcare after today's vote pushed the bill forward the votes were split even but it was vice president mike pence who cast the tie breaking vote the senate will move forward to debate on repealing and possibly replacing obama care and it comes with strong reaction from both sides of the aisle the people who sent us here expect us to begin this debate to have the courage to tackle a tough issue they didn't send us here to do the easy stuff turn back now before it's too late and millions and millions and millions of americans are hurt so badly in ways from which they will never ever recover",1
833,"standing ovation senator mccain addressed the senate floor saying how thankful he is for the work he gets to do make no mistake my service here is the most important job i've had in my life and i'm so grateful so grateful to the people of arizona for the privilege for honor of serving here and the opportunities it gives me to play a small role in the history of the country that i love mccain campaigned heavily on repealing obama care today he was there to cast his vote on the",1
834,"diagnosis his dramatic return gave the gop the 50 votes it needed to begin debating healthcare mccain made it clear he would not vote for the bill in its current form and urged both parties to bridge the partisan divide what have we to lose by trying to work together to find those solutions we aren't getting done much apart i don't think any of us feels very proud of our incapacity now it is unclear what the final bill will look like tonight the senate blocked an amendment that would have repealed much of the affordable care act and replaced it with a more restrictive plan",1
835,"to agree to start debate at all last time around four republicans did not including three women speaking of the health care bill senator john mccain arrived on capitol hill today to cast his vote the senator was recently diagnosted with brain cancer he received a standing ovation from his colleagues after casting his key vote senator mccain pleading with his longtime colleagues to work together sen john mccain arizona our health care insurance system is a mess - we all know it - those who support obamacare and those who oppose it something has to be done today's procedural vote is a turning point that allows the senate to even begin discussing health care",1
837,"it all in perspective and a possible game-changer for hiv patients why daily pills might not be necessary coming up a new study finds monthly or bi- monthly injections are as safe and effective as oral medications researchers at the university of north carolina tested the slow release injectable drugs on a group of h-i-v patients after nearly two years 94-percent had the virus under control",1
838,"repeal much of former president barack obama's health care law--- and replace it with a more restrictive plan senators voted 57-43 late tonight to reject the plan in the first vote on an amendment to the bill it failed even with the help of senator john mccain returning to capitol hill days after a brain cancer diagnosis those voting no included nine defecting republicans the vote underscored problems republicans will have in winning enough votes to recast obama's statute the rejected proposal included language by senate majority leader mitch mcconnell erasing the obama law's tax penalties on people not buying",1
839,"the individual market have seen their choices vanish and will likely see a massive rate increase president donald trump is cranking up the heat on attorney general jeff sessions he is scorning him as very weak and refusing to say whether he'll fire the nation's top law enforcement officer",1
840,"top financial adviser has maintained his innocence since he was charged last month with sexually abusing multiple people years ago a u-s navy patrol ship fired warning shots near an iranian vessel that came dangerously close to it in the persian gulf today the video shows the iranian vessel sitting directly in front of the u-s-s thunderbolt a u-s fifth fleet spokesman said the iran ship approached the u-s ships and didn't respond to repeated radio calls flares and horn blasts when the iranian vessel came within 150 yards of the thunderbolt u-s sailors fired warning shots with a 50-caliber machine gun",1
841,"their attempt to fulfill a held he senate passing a motion to pass the house passed bill the bill was been in peril for days with democrats united in opposition a vote in favor of the motion to proceed this afternoon will be permission",1
842,"his position scott thuman has the latest four months ago speculation swirled about jeff sessions' future that is then this now very disappointed with the attorney general we'll see what happens and time will tell the president still wants him as attorney general as the president said russia the investigation was a hoax does he have a few the administration that is up to the president and up to jeff sessions i'm not going to get ahead of the president in terms of any personnel decision the new communications director telling me it's like a couple considering divorce he suggested they get together and talk deciding to regroup or to split if there is any person it's jeff sessions all are aware there is a staff shake up underway and the oval office is where sessions fate will likely be determined",1
847,"science math and engineering how the girl scouts of the u-s-a will reward young girls who embrace stem -- ahead the strongest evidence ever linking the game of football to traumatic brain damage researchers at boston university studied the brains of deceased former football players they found evidence of severe brain damage",1
849,"andreplacethe affordable care act the measure passed by the narrowest of margins vice president mike pence was needed to break the 50-50 vote two gop senators susan collins and lisa murkowski -- sided with all democrats in opposition the measure passed today only begins the debate over the health care bill passed by the u-s house montana s two u-s senators democrat jon tester and republican steve daines voted along party lines obamacare is broken and something has to be done it s time we move forward on having this debate on the floor of the united states senate and",1
851,"and now here s lester holt with a look at what s coming upat 30on nbc nightly news lester holt ahead for us tonight in dramatic fashion republicans eek out the votes to start the health care debate the clock now ticking as anxious americans await the outcome president trump takes to the podium to trash his attorney general a look at what the president s end game might be and why some police officers worry their patrol vehicles are making them sick on nbc nightly news",1
852,"people are helping fight these fires the fire has burned a dozen homes and created difficult travel conditions highway 200 a fire threatening 50 structures near tarkio grows re than 1-thousand acres in the last 24 hours keeping it a top 3 priority fire nationally the sunrise fire burning 11 miles southeast of superior is threatening 50 structures and has now burned over 23-hundred and 50 acres with no containment the mineral county sheriff s office has issued a stage 2 evacuation for the residents of sunrise and quartz flats telling them to be ready to evacuate quickly if things get worse crew are working to protect buildingsand retardant and water dropsare focusingon theridgelineabove quartz creek there are now over 350 people assigned to battle the sunrise fire",1
